name,x,y,plst,dem,at
USR0000SFOP,-100.3014,44.1153,40.23,693.1,34.4
USR0000SMAG,-101.1444,43.3181,41.61,865.6,33.3
USR0000SMRU,-103.4583,43.875,31.59,1645.9,29.4
USR0000SNEM,-103.5097,44.1917,29.91,1415.5,32.2
USR0000SPIN,-102.2711,43.29,43.19,342,33.9
USR0000SPNN,-102.2042,43.8822,42.41,942.4,32.8
USR0000SRED,-103.7589,43.4258,36.13,1415.5,34.4
USR0000SSAV,-81.0833,32.1,32.31,3,31.7
USR0000SSV2,-81.5906,33.2106,29.09,118.9,32.8
USR0000TANA,-94.4383,29.6692,34.03,1.5,33.9
USR0000TATH,-95.7661,32.2211,41.34,143.3,37.2
USR0000TATT,-96.2597,29.6617,35.29,12.5,36.1
USR0000TBAR,-101.1578,30.9856,46.39,780.9,36.7
USR0000TBAS,-97.2564,30.1742,34.41,116.7,36.7
USR0000TBEL,-98.0389,30.5661,40.57,315.5,36.7
USR0000TBIG,-84.6542,36.475,29.62,440.4,30
USR0000TBIR,-98.6289,30.2625,41.97,457.2,35.6
USR0000TBLE,-85.2733,35.6819,32,542.5,32.2
USR0000TBRA,-95.2917,29.1417,33.56,3,35
USR0000TBUR,-87.2831,36.065,33.29,215.2,32.8
USR0000TCAD,-94.1164,32.6583,32.59,61,37.8
USR0000TCAM,-88.1686,36.0661,34.68,156.1,34.4
USR0000TCDD,-95.9219,33.7411,35.57,243.8,38.3
USR0000TCED,-101.5667,35.6667,41.53,930.2,37.2
USR0000TCHE,-83.2069,35.6197,26.88,1036.3,28.9
USR0000TCHU,-83.8986,36.3689,27.35,505.1,30.6
USR0000TCLA,-95.1667,33.6189,40.63,146.3,36.7
USR0000TCLD,-95.0867,30.3106,36.01,44.2,37.2
USR0000TCON,-95.4828,30.2364,38.27,36.6,36.1
USR0000TCRO,-84.9972,35.9178,32.29,539.5,32.8
USR0000TDAY,-94.9314,30.105,39.13,30.5,36.7
USR0000TFAL,-99.1356,26.5547,32.41,66.8,38.9
USR0000TGEO,-98.1167,28.3667,34.95,65.5,36.7
USR0000TGIL,-94.9447,32.7017,36.52,152.4,35
USR0000TGRE,-96.1639,33.0353,46.39,136.2,37.8
USR0000TGUA,-104.8253,31.925,24.23,2363.7,27.2
USR0000THAM,-83.2772,36.2572,35.62,354.5,31.7
USR0000THEN,-94.8,32.15,38.45,152.4,37.2
USR0000TIND,-83.8083,35.6236,27.49,823,31.7
USR0000TKIR,-93.8833,30.4333,33.39,91.4,36.7
USR0000TLAG,-97.3483,26.2283,35.89,7.6,34.4
USR0000TLAY,-86.0028,36.5411,34.86,295.7,31.7
USR0000TLBJ,-97.3756,33.1728,40.57,317,38.3
USR0000TLEW,-86.7658,35.3817,37.43,350.5,34.4
USR0000TLGR,-96.86,29.9075,39.89,47.2,37.2
USR0000TLIN,-98.0858,26.535,42.93,4.6,37.8
USR0000TLND,-94.8,33,34.53,152.4,36.7
USR0000TLRG,-98.1369,26.0839,43.17,27.4,35.6
USR0000TMAA,-100.4167,34.1333,43.81,579.1,38.9
USR0000TMAT,-96.8022,28.1228,36.27,11,33.9
USR0000TMCF,-94.1167,29.7,33.49,1.5,33.3
USR0000TMER,-87.4578,35.3208,38.65,262.1,36.1
USR0000TMID,-102,32,48.31,854,37.2
USR0000TMIL,-99.4006,33.4136,46.41,406.9,39.4
USR0000TPAL,-95.5717,31.7425,36.49,115.8,38.3
USR0000TPAN,-103.2,29.3167,48.7,1143,36.7
USR0000TPIN,-104.7978,31.8944,38.62,1640.1,31.1
USR0000TPOS,-98.55,32.85,36.65,281.9,39.4
USR0000TPRE,-85.4278,35.1303,30.8,585.2,31.7
USR0000TRAT,-95.1361,31.395,33.97,91.4,36.1
USR0000TSAB,-95.5678,28.8647,35.67,6.4,35
USR0000TSBS,-93.8386,31.2803,31.21,101.2,37.2
USR0000TSHI,-88.3217,35.155,34.81,128,35
USR0000TSOU,-94.3411,30.5403,32.85,30.5,36.7
USR0000TTEX,-94.0456,33.3739,33.45,61,36.1
USR0000TVIC,-96.9217,28.8461,39.15,7,33.9
USR0000TWES,-84.3308,35.84,32.79,378,33.3
USR0000TWOO,-94.4,30.75,33.01,115.8,36.7
USR0000UPRC,-109.2836,39.4678,33.89,2499.4,22.8
USR0000VASH,-79.7594,37.9864,25.54,786.4,28.9
USR0000VCHI,-75.35,37.9333,33.05,2.4,29.4
USR0000VCRA,-80.0797,37.5222,30,385.9,30.6
USR0000VELM,-72.5294,44.5431,14.53,365.8,20.6
USR0000VESS,-73.1156,44.5078,22.63,103.6,22.2
USR0000VFVA,-78.4,38.8333,26.01,243.8,29.4
USR0000VGDR,-76.5542,36.6128,30.83,9.1,32.2
USR0000VJAM,-77.25,37.25,27.53,15.2,33.3
USR0000VMAR,-72.735,42.8378,22.87,513.9,22.2
USR0000VNUL,-71.7017,44.77,18.23,379.5,19.4
USR0000VSWE,-73.0333,43.3333,18.41,203.6,24.4
USR0000VVIE,-81.0678,37.8325,24.55,917.4,27.2
USR0000VWIS,-82.5597,36.9681,32.01,771.1,26.7
USR0000WABE,-123.1,46.35,23.44,883.9,13.3
USR0000WAEN,-119.6222,48.7431,31.58,1580.4,18.9
USR0000WALD,-117.495,46.2733,39.38,1371.6,25
USR0000WAND,-108.9408,42.4372,41.59,2475,23.9
USR0000WANT,-89.15,45.15,31.54,456.9,26.1
USR0000WAUG,-91.1342,44.6981,28.15,295.7,28.3
USR0000WBAR,-91.5,46.4,22.44,368.8,28.3
USR0000WBEA,-104.4275,44.5972,27.67,1609.3,28.9
USR0000WBLA,-124.1031,47.4136,23.5,179.2,16.1
USR0000WBOY,-107.7089,44.9414,25.1,2359.2,22.2
USR0000WBRF,-90.835,44.3003,30.28,255.4,28.9
USR0000WBRO,-118.6889,48.5353,35.18,990.6,27.8
USR0000WBUH,-110.3708,43.8397,33.41,2511.6,25
USR0000WCA4,-120.2342,48.0181,40.86,1097.3,21.1
USR0000WCAM,-107.5528,42.3458,40.31,2249.4,28.3
USR0000WCAN,-122.1667,45.9167,25.78,762,21.1
USR0000WCAR,-122.9047,46.3075,33.23,64.9,21.7
USR0000WCAS,-106.3461,42.7131,32.45,2359.2,26.7
USR0000WCEC,-117.6747,48.9797,32.25,1325.9,25
USR0000WCNW,-119.3242,46.8814,42.35,260.6,30.6
USR0000WCOU,-123.1172,47.9167,22.45,914.4,15.6
USR0000WCOW,-107.5819,41.2708,39.32,2204.9,27.8
USR0000WCRA,-109.6114,44.8503,36.78,2015.3,24.4
USR0000WDDG,-90,43.1,25.97,384,27.8
USR0000WDEE,-117.6103,48.8019,28.81,1005.8,25.6
USR0000WDEV,-104.7194,44.5817,38.03,1188.7,33.3
USR0000WDIR,-120.1031,48.1156,33.96,1085.1,23.3
USR0000WDOD,-105.5194,41.9675,24.21,2164.1,27.8
USR0000WDOU,-119.8983,47.62,50.64,771.1,25.6
USR0000WDRC,-121.9864,45.9444,23.53,457.2,23.9
USR0000WDRY,-120.5333,47.7333,26.69,1060.7,17.8
USR0000WEAG,-109.8964,44.4856,26.68,2286,21.7
USR0000WECH,-105.8461,44.4667,45.05,1316.7,32.8
USR0000WELR,-122.6058,46.3522,25.41,762,18.9
USR0000WENT,-120.2108,47.6744,40.71,242.6,28.9
USR0000WESC,-117.9472,47.0378,46.73,503.8,31.1
USR0000WEST,-105.3611,42.4153,36.53,1990.3,29.4
USR0000WFIR,-120.1075,48.6172,29.37,1676.4,22.2
USR0000WFLO,-117.4039,48.2975,21.49,792.5,27.8
USR0000WGLI,-90,46.14,21.94,472.4,27.2
USR0000WGOH,-121.5,48.2,24.44,1036.3,17.2
USR0000WGOL,-118.4636,48.1806,28.49,1428.3,23.9
USR0000WGRE,-121.0833,45.9917,31.82,1158.2,21.1
USR0000WHAG,-121.6306,46.5667,22.46,1097.3,17.8
USS0003E03S,-103.98,44.11,24.59,2100.1,25.1
USS0003E05S,-103.79,44.21,27.75,1868.4,26.9
USS0004E07S,-104.41,44.49,26.69,1801.4,25.9
USS0005G04S,-105.86,42.44,29.15,2552.7,24.2
USS0005G05S,-105.58,42.28,28.67,2407.9,25.4
USS0005H02S,-105.38,41.23,29.79,2539,24.3
USS0005J04S,-105.85,40.4,13.23,2752.3,21.5
USS0005J05S,-105.6,40.2,20.99,2913.9,21.3
USS0005J10S,-105.82,40.41,20.73,3261.4,16.6
USS0005J11S,-105.63,40.58,18.99,2859,22.2
USS0005J12S,-105.92,40.23,25.31,2657.9,23.1
USS0005J27S,-105.77,40.51,16.63,3041.9,20.2
USS0005J37S,-105.89,40.53,19.41,3084.6,18.9
USS0005J39S,-105.64,40.31,22.58,2895.6,20.7
USS0005J40S,-105.73,40.43,20.49,3261.4,17.4
USS0005J41S,-105.59,39.94,22.13,2956.6,21.8
USS0005J42S,-105.54,40.04,21.41,3020.6,21.8
USS0005K05S,-105.9,39.67,13.17,3474.7,17.4
USS0005K06S,-105.76,39.92,26.91,2950.5,20.6
USS0005K09S,-105.87,39.65,19.33,3383.3,17.1
USS0005K14S,-105.78,39.8,12.41,3444.2,17.4
USS0005K21S,-105.91,39.76,18.97,3169.9,19
USS0005K26S,-105.8,39.57,24.4,3340.6,19.1
USS0005K27S,-105.59,39.66,22.2,3230.9,18.8
USS0005K28S,-105.91,39.44,23.9,3230.9,19.8
USS0005L11S,-105.07,38.88,17.65,3493,17.8
USS0005L12S,-105.85,38.29,22.23,3267.5,19.4
USS0005M03S,-105.2,37.21,16.03,3200.4,22.3
USS0005M07S,-105.07,37.33,20.56,3048,20.2
USS0005M08S,-105.23,37.35,18.98,3310.1,20.6
USS0005M13S,-105.54,37.97,24.06,3291.8,19
USS0005M14S,-105.12,37.21,12.51,3115.1,21.5
USS0005M16S,-105.44,37.85,28.03,2941,22.6
USS0005M17S,-105.37,37.61,21.63,3246.1,19.4
USS0005N04S,-105.53,36.13,21.77,2621.3,23.4
USS0005N11S,-105.34,36.7,19.09,3002.3,22.6
USS0005N16S,-105.26,36.99,17.99,3230.9,20.4
USS0005N18S,-105.56,36.19,24.22,2987,22.3
USS0005N19S,-105.19,36.47,25.66,3102.9,21.3
USS0005P04S,-105.81,35.7,27.42,2502.4,25.8
USS0005P08S,-105.54,35.78,18.38,3389.4,19.8
USS0005P09S,-105.78,35.77,20.19,3488.4,19.7
USS0005R01S,-105.79,33.4,20.81,3133.3,18.9
USS0006E03S,-106.98,44.26,24.77,2548.1,23.4
USS0006G01S,-106.32,42.73,28.31,2407.9,23.8
USS0006H09S,-106.93,41.16,21.69,2819.4,22.5
USS0006H10S,-106.97,41.15,14.91,3048,18.6
USS0006H13S,-106.23,41.36,20.89,3121.2,18.8
USS0006H19S,-106.5,41.33,22.85,2572.5,23.5
USS0006H20S,-106.38,41.33,19.33,3087.6,19.3
USS0006H22S,-106.91,41,20.13,2728,20.4
USS0006H23S,-106.28,41.46,21.09,3063.2,18.9
USS0006H24S,-106.23,41.24,20.43,2918.2,21.7
USS0006H25S,-106.94,41.07,17.17,2717.3,21.8
USS0006H26S,-106.71,41.06,18.57,2993.1,20.7
USS0006J01S,-106.78,40.53,24.65,2560.3,21.9
USS0006J03S,-106.6,40.39,25.32,2792,21.7
USS0006J06S,-106.67,40.08,27.26,2706.6,22.3
USS0006J08S,-106.38,40.35,22.58,3340.6,17.7
USS0006J09S,-106.74,40.37,21.43,2865.1,21.3
USS0006J12S,-106.05,40.88,21.4,2956.6,20.9
USS0006J15S,-106.97,40.85,14.97,2651.8,21.1
USS0006J18S,-106.6,40.23,25.97,2816.4,19.2
USS0006J19S,-106.6,40.79,19.39,2846.8,20.4
USS0006J20S,-106.01,40.71,24.41,2749.3,20.9
USS0006J27S,-105.96,40.4,11.63,3133.3,18.1
USS0006J29S,-106.68,40.54,22.21,3200.4,17.5
USS0006J38S,-106.75,40.82,19.39,2840.7,20.5
USS0006K01S,-106.06,39.36,22,3474.7,18.4
USS0006K04S,-106.61,39.08,23.61,3230.9,17.6
USS0006K06S,-106.61,39.3,25.5,2651.8,21.9
USS0006K08S,-106.2,39.38,24.28,3474.7,16.6
USS0006K10S,-106.55,39.29,13.52,3169.9,18.8
USS0006K12S,-106.03,39.8,22.71,2724.9,24
USS0006K14S,-106.16,39.72,14.59,2865.1,21.4
USS0006K24S,-106.17,39.49,20.96,3215.6,19.6
USS0006K29S,-106.42,39.86,21.24,3206.5,21.6
USS0006K30S,-106.61,39.32,23.15,2926.1,19.5
USS0006K39S,-106.38,39.62,22.73,3139.4,18.2
USS0006K40S,-106.54,39.09,23.17,3230.9,20.2
USS0006K43S,-106.08,39.03,17.6,3157.7,19.4
USS0006K44S,-106.54,39.6,22.89,2889.5,21
USS0006K45S,-106.51,39.6,17.55,2590.8,23.1
USS0006K46S,-106.63,39.26,18.22,3081.5,18.8
USS0006L02S,-106.59,38.82,24.24,2926.1,22.1
USS0006L03S,-106.34,38.49,16.07,3279.6,17.6
USS0006L05S,-106.37,38.7,19.71,3212.6,19.8
USS0006L06S,-106.6,38.16,34.72,3054.1,19.8
USS0006L11S,-106.95,38.89,26.56,3096.8,18.3
USS0006L13S,-106.37,38.29,26.93,3514.3,15.4
USS0006L14S,-106.75,38.99,22.2,3243.1,17.1
USS0006M03S,-106.84,37.49,22.07,3109,19.7
USS0006M17S,-106.8,37.48,22.36,3352.8,17.1
USS0006M22S,-106.45,37.02,29.28,3060.2,20.4
USS0006M23S,-106.55,37.38,17.75,3352.8,19.4
USS0006M26S,-106.56,37.97,21.91,3395.5,17.2
USS0006N03S,-106.66,36.96,30.15,2560.3,23.4
USS0006N04S,-106.32,36.51,30.54,2834.6,22
USS0006N14S,-106.26,36.72,28.74,3048,20.3
USS0006N16S,-106.81,36.03,22.57,2836.5,22
USS0006P01S,-106.39,35.92,16.77,2895.6,21.9
USS0006P10S,-106.83,36,27.32,2621.3,23.6
USS0007E05S,-107.01,44.35,33.77,2657.9,22.3
USS0007E06S,-107.13,44.16,25.89,2889.5,21.2
USS0007E12S,-107.4,44.72,22.81,2706.6,21.6
USS0007E18S,-107.58,44.68,38.86,2849.9,19.3
USS0007E21S,-107.84,44.8,33.65,2859,17.8
USS0007E23S,-107.43,44.5,31.59,2920,19.4
USS0007E32S,-107.2,44.58,17.21,2435.4,22.1
USS0007E34S,-107.3,44.57,24.73,2706.6,21.2
USS0007E36S,-107.06,44.4,20.89,3005.3,21.3
USS0007E39S,-107.41,44.81,25.51,2094,21.8
USS0007E40S,-107.18,44.54,26.42,2703.6,22.3
USS0007F01S,-107.06,43.89,30.89,2499.4,24.3
USS0007F02S,-107.18,43.63,36.17,2365.2,23.6
USS0007F06S,-107.24,43.47,32.91,2606,22.5
USS0007H03S,-107.17,41.11,23.45,2484.1,22.1
USS0007H04S,-107.27,41.05,26.12,2267.7,24
USS0007H05S,-107.15,41.3,18.29,2706.6,22.6
USS0007H06S,-107.26,41.4,34.63,2392.7,25.1
USS0007J05S,-107.29,40.11,16.9,3151.6,19.1
USS0007K02S,-107.6,39.88,23.05,2865.1,19.6
USS0007K09S,-107.29,39.13,26.33,2895.6,21.2
USS0007K11S,-107.05,39.02,22.21,3261.4,17.8
USS0007K12S,-107.36,39.76,25.33,3316.2,15.6
USS0007M12S,-107.69,37.75,10.86,3200.4,16.4
USS0007M16S,-107.26,37.72,26.01,2865.1,21
USS0007M30S,-107.2,37.99,21.27,3486.9,17.4
USS0007S03S,-107.87,33.01,22.02,2816.4,21.4
USS0007S04S,-107.83,33.36,27.14,2590.8,23.3
USS0008F01S,-109.01,43.66,18.33,2735.6,22
USS0008G03S,-108.84,42.57,31.6,2755.4,22.9
USS0008G07S,-108.9,42.7,33.91,2651.8,23.1
USS0008G10S,-108.9,42.59,24.87,2956.6,18.8
USS0008P03S,-108.27,35.23,26.25,2578.6,22.4
USS0008S01S,-108.95,33.74,26.95,2438.4,23
USS0008S08S,-108.71,33.37,19.43,2743.2,12.2
USS0008T01S,-108.15,32.92,24.77,2548.1,23.2
USS0009A01S,-109.65,48.17,23.99,1432.6,24.6
USS0009C01S,-109.51,46.79,16.83,1844,23.7
USS0009D21S,-109.46,45.24,25.48,1792.2,23.7
USS0009E08S,-109.66,44.8,32.77,2331.7,21.4
USS0009E09S,-109.24,44.3,29.27,2670,20.7
USS0009E10S,-109.57,44.94,22.12,2852.9,17.6
USS0009E11S,-109.78,44.65,25.58,2804.2,19.1
USS0009E13S,-109.79,44.38,25.1,2980.9,17.5
USS0009F04S,-109.67,43.7,23.33,2667,22.3
USS0009F08S,-109.75,43.5,22.54,2856,19.4
USS0009F18S,-109.82,43.93,23.6,2545.1,22
USS0009F21S,-109.95,43.11,28.08,2542,21.6
USS0009F24S,-109.32,43.86,17.46,2910.8,19.7
USS0009F25S,-109.45,43.28,30.94,2935.2,19.9
USS0009F27S,-109.17,43.03,34.12,2627.4,22.4
USS0009F28S,-109.88,43.38,24.15,2993.1,16.8
USS0009G03S,-109.09,42.87,25.39,3078.5,19
USS0009G09S,-109.26,42.65,25.12,2767.6,20.2
USS0009G11S,-109.41,42.71,25.33,2852.9,18
USS0009J01S,-109.54,40.72,22.03,2659.1,19.4
USS0009K01S,-109.53,39.31,28.41,2530.1,20
USS0009M02S,-109.49,37.81,18.42,2733.4,18
USS0009S02S,-109.46,33.92,19.91,2804.2,18.3
USS0009S06S,-109.22,33.69,22.91,2435.4,22.5
USS0009S11S,-109.31,33.65,21.97,2749.3,19.8
USS0009S18S,-109.48,33.76,21.91,2392.7,22.7
USS0010C03S,-110.47,46.11,31.6,1981.2,24.5
USS0010C08S,-110.43,46.09,24.76,2468.9,19.4
USS0010C15S,-110.33,46.67,22.59,2316.5,21.4
USS0010C23S,-110.9,46.93,21.79,1996.4,24
USS0010C27S,-110.71,46.48,26,2316.5,20.6
USS0010D10S,-110.93,45.87,26.25,1996.4,22.5
USS0010D12S,-110.24,45.22,24.53,2697.5,20.5
USS0010D16S,-110.96,45.4,21.7,2468.9,19.7
USS0010D24S,-110.09,45.42,19.34,2691.4,18
USS0010D31S,-110.25,45.27,24.2,2033,25.9
USS0010D35S,-110.94,45.89,25.47,2231.1,22
USS0010D39S,-110.08,45.5,22.55,1930.9,24.8
USS0010E03S,-110.51,44.72,23.53,2398.8,22.2
USS0010E07S,-110.58,44.37,28.59,2432.3,20.6
USS0010E09S,-110.67,44.21,33.45,2392.7,19.5
USS0010E17S,-110.22,44.15,23.77,2816.4,18.9
USS0010E20S,-110.14,44.46,22.98,2170.2,23.2
USS0010F02S,-110.45,43.95,26.72,2142.7,24.9
USS0010F09S,-110.06,43.75,25.68,2920,19
USS0010F15S,-110.02,43.25,28.43,2359.2,22.1
USS0010F16S,-110.14,43.17,24.51,2511.6,20.4
USS0010F17S,-110.2,43.13,30.82,2417.1,21.6
USS0010F19S,-110.13,43.39,26.74,2667,21.9
USS0010F23S,-110.91,43.52,24.79,2499.4,23.4
USS0010F29S,-110.43,43.34,30.56,2063.5,25.1
USS0010G02S,-110.61,42.96,31.18,2636.5,19.4
USS0010G12S,-110.81,42.27,36.15,2493.3,21.7
USS0010G13S,-110.53,42.49,30.81,2456.7,22.6
USS0010G15S,-110.59,42.76,25.69,2590.8,22.5
USS0010G20S,-110.66,42.53,28.26,2743.2,19.4
USS0010G23S,-110.84,42.82,26.78,2554.2,22
USS0010G24S,-110.68,42.15,27.06,2389.6,22.9
USS0010J10S,-110.43,40.6,12.56,3174.5,16.8
USS0011D08S,-111.85,45.02,24.04,2621.3,17.2
USS0011D19S,-111.43,45.27,23.31,2706.6,18.1
USS0011E03S,-111.82,44.59,25.01,2255.5,23
USS0011E07S,-111.09,44.66,37.44,2042.2,26.1
USS0011E10S,-111.39,44.42,26.71,1917.2,26.2
USS0011E24S,-111.71,44.79,25.9,2438.4,21
USS0011E29S,-111.29,44.96,21.85,2743.2,17.9
USS0011E30S,-111.15,44.61,28.08,2072.6,23.9
USS0011E31S,-111.12,44.59,27.25,2362.2,22.9
USS0011E35S,-111.13,44.51,31.05,2490.2,21.5
USS0011E36S,-111.41,44.53,29.07,2350,21.9
USS0011E37S,-111.99,44.44,28.85,2090.9,22.9
USS0011E38S,-111.36,44.95,24.54,2392.7,20.2
USS0011E39S,-111.95,44.98,28.99,2133.6,21.7
USS0011F02S,-111.21,43.57,29.89,2048.3,24.9
USS0011F11S,-111.69,43.21,33.33,2002.5,24.4
USS0011G01S,-111.36,42.95,29.88,2072.6,24.6
USS0011G05S,-111.3,42.56,28.28,2202.2,25.3
USS0011G06S,-111.56,42.36,30.18,2252.5,24
USS0011G30S,-111.96,42.52,31.92,2392.7,24
USS0011G32S,-111.6,42.05,31.86,2490.2,22.3
USS0011G33S,-111.17,42.41,37.2,2112.3,24.3
USS0011H01S,-111.6,41.97,30.79,2209.8,24.2
USS0011H03S,-111.57,41.89,32.02,1930,26.1
USS0011H07S,-111.47,41.92,33.09,2348.5,22.9
USS0011H08S,-111.94,41.38,32.16,2438.4,22.1
USS0011H21S,-111.45,41.31,32.67,2487.2,22.8
USS0011H25S,-111.83,41.41,36.65,1994.6,24.8
USS0011H30S,-111.92,41.38,31.08,1776.7,26.3
USS0011H31S,-111.41,41.25,33.48,2200.7,24.3
USS0011H32S,-111.36,41.22,33.5,1853.8,25.3
USS0011H36S,-111.63,41.9,26.6,2582.9,20.9
USS0011H37S,-111.42,41.68,26.96,2423.2,22.3
USS0011H55S,-111.54,41.41,29.65,2545.1,21.7
USS0011H57S,-111.5,41.47,29.24,2731,19.3
USS0011H58S,-111.55,41.79,34.33,2257.3,24.5
USS0011H59S,-111.49,41.36,21.51,2503.9,22.1
USS0011H60S,-111.51,41.86,28.24,2520.7,21.9
USS0011J01S,-111.05,40.85,22.97,2741.1,19.4
USS0011J02S,-111.07,40.89,28.82,2486.6,21.1
USS0011J08S,-111.21,40.16,20.66,2475.9,19.9
USS0011J11S,-111.82,40.99,22.22,2438.4,21.4
USS0011J12S,-111.81,40.97,27.26,2066.2,23.9
USS0011J23S,-111.26,40.3,18.4,2449.7,20.4
USS0011J37S,-111.72,40.87,19.43,2209.8,22.5
USS0011J42S,-111.66,40.56,14.72,2938.3,17.5
USS0011J53S,-111.12,40.79,31.67,2316.5,22.1
USS0011J56S,-111.53,40.62,19.49,2813.3,18.5
USS0011J57S,-111.58,40.6,20.11,2667,18.9
USS0011J64S,-111.71,40.84,21.67,2499.4,21.4
USS0011J68S,-111.81,40.93,24.69,2359.2,21.7
USS0011J69S,-111.76,40.83,25.19,2042.2,25.1
USS0011J70S,-111.61,40.28,28.16,2369.5,21.8
USS0012A02S,-112.76,48.06,28.77,1752.6,22.7
USS0012B12S,-112.82,47.92,25.59,1950.7,21.5
USS0012B13S,-112.79,47.92,25.89,1706.9,23.3
USS0012B14S,-112.73,47.08,28.79,2118.4,20
USS0012B16S,-112.6,47.06,30.47,1585,24.9
USS0012B17S,-112.81,47.45,24.32,1816.6,24.1
USS0012C11S,-112.26,46.36,20.35,2438.4,20.2
USS0012D09S,-112.52,45.8,24.6,2188.5,22.3
USS0012D11S,-112.96,45.41,19.06,2529.8,22.1
USS0012E07S,-112.06,44.79,25.37,2377.4,22.1
USS0012E08S,-112.98,44.47,31.31,2697.5,18.9
USS0012G17S,-112.48,42.76,31.47,1978.2,25.4
USS0012G18S,-112.13,42.26,40.37,2054.4,28.1
USS0012J09S,-112.17,40.57,29.24,2161.9,24
USS0013A15S,-113.02,48.13,20.57,2103.1,20.1
USS0013A19S,-113.86,48.8,24.57,1920.2,19.8
USS0013A24S,-113.94,48.43,23.99,1325.9,24.3
USS0013A26S,-113.33,48.3,29.46,1807.5,20.9
USS0013A27S,-113.67,48.8,27.98,1493.5,23.8
USS0013B24S,-113.96,47.68,25.76,2066.5,19.4
USS0013B25S,-114,47.68,25.63,1499.6,24.2
USS0013C43S,-113.16,46.27,21.14,2377.4,19.4
USS0013D26S,-113.33,45.88,26.66,1959.9,22.6
USS0013E06S,-113.4,44.41,28.99,2267.7,23.7
USS0013E18S,-113.32,44.44,25.99,2788.9,18.3
USS0013E27S,-113.47,44.02,30.57,2438.4,19.7
USS0013G01S,-113.62,42.32,32,2432.3,23.5
USS0013M02S,-113.4,37.51,36.62,2438.4,19.3
USS0013M04S,-113.85,37.49,46.78,1859.3,24.6
USS0013M06S,-113.94,37.5,39.38,2061.4,21.7
USS0013M07S,-113.46,37.4,34.99,2536.5,19.8
USS0014A11S,-114.77,48.91,25.46,1310.6,24.7
USS0014A12S,-114.86,48.91,23.81,1837.9,19.5
USS0014A14S,-114.84,48.31,32.28,1534.7,22.7
USS0014B05S,-114.33,47.18,22.99,1874.5,21.8
USS0014F12S,-114.71,43.87,30.46,2676.1,19.8
USS0014F17S,-114.67,43.88,30.98,2276.9,23.9
USS0014K02S,-114.62,39.32,30.26,2773.7,19.9
USS0014K05S,-114.96,39.13,31.69,2804.2,20.4
USS0014L04S,-114.31,39.01,29.45,3084.6,17.3
USS0015A03S,-115.95,48.97,21.77,1966,17.9
USS0015A05S,-115.82,48.98,23.16,1295.4,23.8
USS0015A08S,-115.45,48.57,24.08,1706.9,21.1
USS0015A12S,-115.62,48.13,24.63,1554.5,20.2
USS0015B02S,-115.71,47.46,30.14,1566.7,22.8
USS0015B09S,-115.82,47.56,25.89,1688.6,19
USS0015B14S,-115.96,47.07,23.25,1862.3,19.2
USS0015B21S,-115.78,47.53,29.5,1295.4,23.8
USS0015C04S,-115.74,46.57,27.16,1392.9,24.3
USS0015C05S,-115.8,46.49,32.91,938.8,25.8
USS0015C06S,-115.63,46.48,24.45,1770.9,20.4
USS0015C10S,-115.03,46.98,24.13,1844,19.7
USS0015C16S,-115.3,46.76,27.69,1914.1,19.1
USS0015D01S,-115.97,45.19,33.83,1987.3,20.7
USS0015E02S,-115.79,44.63,28.8,2005.6,21.9
USS0015E11S,-115.23,44.3,26.38,2145.8,23
USS0015F04S,-115.24,43.76,32.3,2310.4,22.2
USS0015F09S,-115.35,43.27,43.26,1740.4,25.4
USS0015H04S,-115.69,41.76,42.42,2042.2,23.7
USS0015H09S,-116.03,41.23,49.57,1889.8,27
USS0015J01S,-115.2,40.89,34.1,2468.9,23.5
USS0015J06S,-115.38,40.65,33.18,2347,24.1
USS0015J12S,-115.53,40.28,39.93,2590.8,22.6
USS0015J15S,-115.1,40.94,31.97,2407.9,22.2
USS0015K03S,-115.84,39.56,41.68,2448.5,23.8
USS0015N09S,-115.7,36.32,35.92,2736.8,19.7
USS0015N10S,-115.68,36.31,35.97,2629.2,19.5
USS0015N11S,-115.63,36.25,30.76,2414,22
USS0016A04S,-116.23,48.06,22.55,1585,21
USS0016A08S,-116.07,48.31,25.49,1645.9,17.4
USS0016A10S,-116.64,48.37,23.92,1856.2,17.2
USS0016A12S,-116.76,48.89,20.92,1536.2,18.9
USS0016A14S,-116.46,48.72,30.78,1072.9,23
USS0016B14S,-116.27,47.15,25.63,1374.6,24.5
USS0016C01S,-116.34,46.95,31.47,975.4,27
USS0016C02S,-116.85,46.81,27.41,1432.6,22.7
USS0016C20S,-116.12,46.84,24.24,1734.3,19.9
USS0016D08S,-116.45,45.07,30.75,1694.7,26.4
USS0016E05S,-116.25,44.77,32.97,1902,26
USS0016E10S,-116.98,44.61,33.43,1883.7,22.6
USS0016E11S,-116.14,44.95,26.89,1630.7,26.4
USS0016E14S,-116.34,44.38,47.13,1499.6,26
USS0016E18S,-116.09,44.79,37.46,1490.5,24.6
USS0016F02S,-116.1,43.76,30.73,1932.4,21.3
USS0016G01S,-116.9,42.76,35.08,1981.2,24.3
USS0016H02S,-116.01,41.55,41.93,2209.8,24.3
USS0016H04S,-116.01,41.53,37.41,2566.4,21.4
USS0016H05S,-116.03,41.78,40.71,2041.2,26.9
USS0016H07S,-116.34,41.32,33.83,2347,22.7
USS0016H08S,-116.1,41.82,36.77,2133.6,25.5
